Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance
2021-12-02,Operations,Marketing,North,84564,167498,Card,TXN100366,82934
2021-09-15,HR,Utilities,Central,117747,126888,Bank Transfer,TXN100367,9141
2022-05-12,IT,Salaries,West,148760,91401,Card,TXN100368,-57359
2023-06-15,Operations,Infrastructure,North,33255,105914,UPI,TXN100369,72659
2021-06-09,IT,Marketing,West,89747,24178,UPI,TXN100370,-65569
2023-05-02,Marketing,Training,West,87049,136272,Cash,TXN100371,49223
2022-11-21,Operations,Infrastructure,West,76057,45622,Bank Transfer,TXN100372,-30435
2022-01-15,HR,Travel,East,36293,49834,UPI,TXN100373,13541
2023-08-15,IT,Salaries,Central,40607,147127,Cash,TXN100374,106520
2022-11-22,HR,Utilities,South,100413,138241,Bank Transfer,TXN100375,37828
2023-12-03,IT,Travel,East,117148,163759,Bank Transfer,TXN100376,46611
2021-10-12,Sales,Infrastructure,Central,46069,112762,Cash,TXN100377,66693
2022-02-01,HR,Marketing,South,96079,81929,UPI,TXN100378,-14150
2021-01-12,HR,Salaries,East,52582,89396,Card,TXN100379,36814
2022-05-14,Finance,Training,East,104526,135000,UPI,TXN100380,30474
2023-01-24,Marketing,Utilities,North,23116,91451,UPI,TXN100381,68335
2021-02-04,HR,Marketing,East,108395,148653,UPI,TXN100382,40258
2022-12-28,Operations,Utilities,West,13706,89617,Cash,TXN100383,75911
2023-04-29,IT,Training,East,26147,91537,Cash,TXN100384,65390
2021-03-31,Sales,Salaries,West,109147,53101,Card,TXN100385,-56046
2023-02-15,Operations,Infrastructure,Central,18895,32940,UPI,TXN100386,14045
2022-08-28,Operations,Utilities,Central,72058,76907,UPI,TXN100387,4849
2023-08-28,Operations,Salaries,West,23251,19016,Card,TXN100388,-4235
2023-10-19,Operations,Utilities,North,120533,162015,Bank Transfer,TXN100389,41482
2022-02-22,Sales,Marketing,North,15109,62617,Bank Transfer,TXN100390,47508
2021-04-25,Finance,Utilities,Central,34632,91292,Card,TXN100391,56660
2022-09-09,Marketing,Marketing,East,65276,10237,UPI,TXN100392,-55039
2023-04-06,HR,Marketing,Central,16325,109778,Cash,TXN100393,93453
2022-02-17,Operations,Salaries,Central,104964,73263,UPI,TXN100394,-31701
2022-12-30,HR,Travel,West,11912,28852,Card,TXN100395,16940
2023-10-18,HR,Training,North,17374,144830,Card,TXN100396,127456
2023-01-31,Operations,Utilities,West,43034,53003,Card,TXN100397,9969
2022-11-07,Finance,Infrastructure,Central,95402,93895,Cash,TXN100398,-1507
2022-04-02,HR,Marketing,South,101792,17176,UPI,TXN100399,-84616
2023-07-09,IT,Travel,East,103305,37658,Cash,TXN100400,-65647
2021-07-11,HR,Marketing,Central,60683,133038,Bank Transfer,TXN100401,72355
2023-01-09,Marketing,Travel,West,104817,144746,UPI,TXN100402,39929
2023-09-05,Operations,Travel,South,137776,156982,Card,TXN100403,19206
2023-10-06,Sales,Infrastructure,South,148227,35948,UPI,TXN100404,-112279
2021-04-06,HR,Travel,Central,57952,35749,Card,TXN100405,-22203
2022-10-25,Finance,Infrastructure,North,133899,100356,Cash,TXN100406,-33543
2021-02-06,IT,Salaries,South,21388,136390,UPI,TXN100407,115002
2021-10-06,IT,Marketing,East,84178,34678,Card,TXN100408,-49500
2021-08-05,Sales,Infrastructure,West,36457,156498,Cash,TXN100409,120041
2023-05-17,Marketing,Training,West,21752,53418,UPI,TXN100410,31666
2023-05-23,Sales,Marketing,West,61832,133400,UPI,TXN100411,71568
2021-03-03,Marketing,Training,Central,14237,167752,Bank Transfer,TXN100412,153515
2022-08-19,HR,Utilities,West,144123,117203,UPI,TXN100413,-26920
2022-12-30,Operations,Training,West,53311,145240,Bank Transfer,TXN100414,91929
2022-02-01,Finance,Salaries,East,29088,111845,UPI,TXN100415,82757
2022-11-30,IT,Utilities,North,15675,110209,Bank Transfer,TXN100416,94534
2023-11-09,Sales,Utilities,Central,12640,9080,Cash,TXN100417,-3560
2021-06-26,Finance,Travel,Central,73328,85333,UPI,TXN100418,12005
2022-01-31,Marketing,Training,West,22317,126307,Cash,TXN100419,103990
2022-03-21,Operations,Travel,East,116442,44018,UPI,TXN100420,-72424
2021-03-17,IT,Training,South,113666,93487,UPI,TXN100421,-20179
2021-09-22,IT,Utilities,West,43462,111424,UPI,TXN100422,67962
2022-03-31,Marketing,Travel,West,85921,81775,UPI,TXN100423,-4146
2022-12-19,Operations,Marketing,Central,25201,19927,UPI,TXN100424,-5274
2023-01-05,IT,Training,Central,44536,8944,UPI,TXN100425,-35592
2023-05-01,Operations,Training,West,45517,60420,Card,TXN100426,14903
2021-05-24,IT,Travel,Central,125308,27503,UPI,TXN100427,-97805
2023-06-04,HR,Training,East,122911,161528,Bank Transfer,TXN100428,38617
2023-12-29,Marketing,Utilities,South,47982,18175,UPI,TXN100429,-29807
2022-01-31,Operations,Travel,South,42844,164002,Cash,TXN100430,121158
2023-11-15,Finance,Travel,South,94118,142377,Bank Transfer,TXN100431,48259
2023-08-06,HR,Infrastructure,West,145309,135412,Bank Transfer,TXN100432,-9897
2023-06-10,Finance,Infrastructure,West,133110,47537,Bank Transfer,TXN100433,-85573
2022-07-23,Marketing,Utilities,West,16027,118681,Card,TXN100434,102654
2023-11-29,IT,Marketing,East,90567,41136,UPI,TXN100435,-49431
2021-04-19,Finance,Training,South,110848,166634,Cash,TXN100436,55786
2023-12-02,HR,Salaries,Central,103724,83624,Cash,TXN100437,-20100
2023-07-24,Operations,Training,Central,124675,158266,Cash,TXN100438,33591
2022-02-02,Sales,Salaries,North,81810,88312,Card,TXN100439,6502
2022-09-26,Finance,Utilities,North,135545,106415,Card,TXN100440,-29130
2023-01-03,Sales,Marketing,Central,62892,93992,Card,TXN100441,31100
2021-08-23,Marketing,Marketing,South,117457,91117,UPI,TXN100442,-26340
2022-10-20,Finance,Marketing,West,87059,69241,Card,TXN100443,-17818
2023-01-21,Finance,Infrastructure,Central,11074,136923,Cash,TXN100444,125849
2022-08-11,Operations,Utilities,Central,92567,43629,Card,TXN100445,-48938
2023-10-30,IT,Salaries,North,55793,21895,Cash,TXN100446,-33898
2023-08-12,HR,Marketing,South,48071,138370,Bank Transfer,TXN100447,90299
2022-05-07,HR,Utilities,Central,29546,103344,Cash,TXN100448,73798
2023-07-02,HR,Training,West,56515,66918,Bank Transfer,TXN100449,10403
2021-06-19,Marketing,Salaries,West,139212,151864,UPI,TXN100450,12652
2023-08-04,IT,Infrastructure,East,21054,71406,Card,TXN100451,50352
2023-03-06,Sales,Travel,West,12897,23430,UPI,TXN100452,10533
2022-09-26,HR,Salaries,Central,19537,47130,UPI,TXN100453,27593
2021-01-29,Sales,Training,Central,67325,136752,UPI,TXN100454,69427
2021-12-05,IT,Salaries,West,149753,77120,Bank Transfer,TXN100455,-72633
2022-05-15,Marketing,Salaries,North,129940,69397,Card,TXN100456,-60543
2022-05-26,IT,Travel,South,83387,129212,UPI,TXN100457,45825
2021-08-05,Operations,Marketing,Central,100537,62455,UPI,TXN100458,-38082
2023-12-30,HR,Training,West,90121,59078,Cash,TXN100459,-31043
2022-03-21,Marketing,Travel,West,115532,39088,Cash,TXN100460,-76444
2023-05-26,Operations,Salaries,Central,57038,148669,Card,TXN100461,91631
2021-06-16,HR,Training,East,64833,10013,Cash,TXN100462,-54820
2021-04-01,IT,Infrastructure,South,58123,91640,Bank Transfer,TXN100463,33517
2022-12-15,IT,Salaries,Central,40117,101979,Bank Transfer,TXN100464,61862
2021-02-08,Finance,Infrastructure,West,81131,152537,Bank Transfer,TXN100465,71406
2021-06-22,Finance,Utilities,East,53691,123184,UPI,TXN100466,69493
2022-10-15,IT,Infrastructure,Central,37531,166559,Card,TXN100467,129028
2023-01-24,IT,Salaries,South,52174,137045,Bank Transfer,TXN100468,84871
2023-12-18,Sales,Travel,East,138755,11219,Bank Transfer,TXN100469,-127536
2022-04-21,Sales,Salaries,West,24414,147149,Bank Transfer,TXN100470,122735
2022-04-01,Operations,Salaries,North,104572,141782,Bank Transfer,TXN100471,37210
2023-04-09,Finance,Utilities,South,20261,165250,Bank Transfer,TXN100472,144989
2023-06-14,Finance,Marketing,East,77913,54994,Bank Transfer,TXN100473,-22919
2023-10-22,IT,Salaries,Central,11271,119181,Card,TXN100474,107910
2022-01-22,IT,Utilities,Central,113324,152036,Bank Transfer,TXN100475,38712
2021-12-14,Operations,Travel,East,43202,36288,Card,TXN100476,-6914
2021-07-09,Marketing,Utilities,Central,79307,38714,Card,TXN100477,-40593
2022-05-20,Marketing,Utilities,East,117030,11602,Card,TXN100478,-105428
2023-04-04,Marketing,Infrastructure,South,94070,96024,Bank Transfer,TXN100479,1954
2023-07-18,Finance,Marketing,Central,46892,12096,Bank Transfer,TXN100480,-34796
2023-07-23,Sales,Marketing,South,146674,108638,Card,TXN100481,-38036
2021-05-14,Marketing,Training,West,136008,79652,Card,TXN100482,-56356
2021-02-27,HR,Travel,West,90957,37610,Bank Transfer,TXN100483,-53347
2022-11-16,Operations,Training,West,107210,74815,Cash,TXN100484,-32395
2022-11-03,Marketing,Utilities,West,146239,111253,Cash,TXN100485,-34986
2021-06-22,HR,Travel,Central,63201,73585,Cash,TXN100486,10384
2023-03-26,Marketing,Travel,East,59698,46419,Bank Transfer,TXN100487,-13279
2021-03-21,Sales,Marketing,Central,73753,137213,Card,TXN100488,63460
2023-06-05,Sales,Marketing,Central,85479,50734,Cash,TXN100489,-34745
2021-07-22,Marketing,Marketing,South,74687,129898,UPI,TXN100490,55211
2023-02-03,HR,Salaries,East,141290,126276,UPI,TXN100491,-15014
2021-02-16,Operations,Utilities,North,42893,145611,Card,TXN100492,102718
2022-10-18,HR,Travel,North,23169,29754,UPI,TXN100493,6585
2022-04-16,Operations,Utilities,East,56458,12223,Bank Transfer,TXN100494,-44235
2023-08-29,Marketing,Travel,North,84951,166392,UPI,TXN100495,81441
2023-11-02,Operations,Travel,East,14180,57339,Card,TXN100496,43159
2023-01-06,IT,Training,South,19766,144374,Cash,TXN100497,124608
2023-02-23,Finance,Travel,South,11942,119169,Bank Transfer,TXN100498,107227
2023-08-26,Finance,Travel,Central,53374,102151,Card,TXN100499,48777
2021-12-24,Sales,Infrastructure,North,76790,29241,Bank Transfer,TXN100500,-47549
2023-08-30,IT,Infrastructure,East,43755,41434,Cash,TXN100501,-2321
2022-10-30,Finance,Training,South,131925,49892,Cash,TXN100502,-82033
2022-01-08,Marketing,Salaries,Central,69192,38798,Cash,TXN100503,-30394
2023-10-29,Operations,Marketing,North,90459,144210,Bank Transfer,TXN100504,53751
2022-11-07,Operations,Travel,North,107218,122141,UPI,TXN100505,14923
2021-03-31,HR,Utilities,North,57592,110156,Bank Transfer,TXN100506,52564
2022-11-29,HR,Infrastructure,South,130041,21533,Cash,TXN100507,-108508
2022-06-24,Operations,Marketing,South,120397,116672,Bank Transfer,TXN100508,-3725
2023-01-02,Marketing,Salaries,North,23118,119354,Bank Transfer,TXN100509,96236
2023-05-19,Operations,Marketing,South,123305,105509,UPI,TXN100510,-17796
2021-02-10,HR,Travel,North,74610,57944,Cash,TXN100511,-16666
2023-01-10,Finance,Marketing,West,88699,66594,UPI,TXN100512,-22105
2022-05-17,Sales,Travel,South,18104,149586,Cash,TXN100513,131482
2023-08-17,HR,Training,East,89722,159689,Card,TXN100514,69967
2023-07-18,Marketing,Infrastructure,South,18549,140422,Cash,TXN100515,121873
2022-04-06,Finance,Infrastructure,North,136081,100942,Bank Transfer,TXN100516,-35139
2023-01-02,Finance,Travel,East,105614,55318,Card,TXN100517,-50296
2023-01-22,Finance,Utilities,Central,67240,92195,Bank Transfer,TXN100518,24955
2023-07-14,IT,Infrastructure,East,42831,96170,Card,TXN100519,53339
2023-06-28,IT,Utilities,East,107462,83805,Bank Transfer,TXN100520,-23657
2022-01-25,Finance,Travel,South,79474,66465,Card,TXN100521,-13009
2023-06-02,Marketing,Training,East,98233,8608,Card,TXN100522,-89625
2021-09-13,Operations,Travel,East,114700,123471,Bank Transfer,TXN100523,8771
2022-12-10,Marketing,Training,North,81772,139239,Card,TXN100524,57467
2022-03-26,IT,Infrastructure,South,50577,127467,Bank Transfer,TXN100525,76890
2021-01-10,HR,Utilities,North,144177,138885,UPI,TXN100526,-5292
2023-04-04,IT,Travel,South,111856,142328,Bank Transfer,TXN100527,30472
2023-03-09,Operations,Infrastructure,Central,95395,141551,UPI,TXN100528,46156
2023-05-27,Sales,Training,East,142910,97511,Card,TXN100529,-45399
2023-10-26,IT,Travel,South,34437,49939,Cash,TXN100530,15502
2023-10-13,Marketing,Training,East,81449,166082,UPI,TXN100531,84633
2022-01-09,Marketing,Marketing,East,128099,109120,Cash,TXN100532,-18979
2023-12-25,Finance,Training,West,124176,16982,Cash,TXN100533,-107194
2021-05-26,Finance,Marketing,North,53003,119333,Bank Transfer,TXN100534,66330
2021-08-12,Finance,Infrastructure,South,24646,58626,Bank Transfer,TXN100535,33980
2021-06-26,Sales,Travel,Central,60560,65277,Cash,TXN100536,4717
2023-05-03,Operations,Infrastructure,West,128560,110305,Bank Transfer,TXN100537,-18255
2021-03-04,HR,Salaries,North,96597,84176,Cash,TXN100538,-12421
2023-04-07,Marketing,Training,Central,68679,118170,Bank Transfer,TXN100539,49491
2023-03-06,Marketing,Infrastructure,Central,32873,134260,Bank Transfer,TXN100540,101387
2022-11-20,Operations,Infrastructure,East,144530,33702,Bank Transfer,TXN100541,-110828
2021-04-15,Sales,Marketing,North,47165,69541,Cash,TXN100542,22376
2022-05-26,Finance,Training,West,97803,112330,Card,TXN100543,14527
2022-01-20,Operations,Marketing,South,73994,160206,Bank Transfer,TXN100544,86212
2022-02-09,HR,Travel,South,107925,19353,Bank Transfer,TXN100545,-88572
2023-04-03,Finance,Infrastructure,West,24823,113610,Cash,TXN100546,88787
2022-06-02,HR,Training,East,140803,154310,UPI,TXN100547,13507
2022-04-21,IT,Infrastructure,East,50856,70766,Cash,TXN100548,19910
2022-12-10,HR,Travel,Central,17406,115247,Bank Transfer,TXN100549,97841
2023-02-10,Finance,Utilities,North,40619,54596,Bank Transfer,TXN100550,13977
2023-11-13,IT,Travel,Central,148143,153494,Card,TXN100551,5351
2023-09-24,Finance,Marketing,South,117871,115354,Bank Transfer,TXN100552,-2517
2022-11-08,Marketing,Marketing,West,118029,126548,UPI,TXN100553,8519
2022-12-15,Finance,Infrastructure,North,31074,168710,Bank Transfer,TXN100554,137636
2021-03-24,IT,Marketing,West,22349,78264,Bank Transfer,TXN100555,55915
2022-04-02,HR,Training,North,128160,72756,Card,TXN100556,-55404
2021-01-01,Marketing,Travel,South,37493,70553,UPI,TXN100557,33060
2021-02-20,Sales,Infrastructure,South,99146,32029,UPI,TXN100558,-67117
2022-11-16,Sales,Travel,North,14561,26384,Bank Transfer,TXN100559,11823
2022-12-18,Sales,Travel,East,83150,169161,UPI,TXN100560,86011
2022-03-25,Sales,Infrastructure,North,74685,95926,Card,TXN100561,21241
2023-05-31,Operations,Utilities,South,12358,71182,Cash,TXN100562,58824
2022-05-03,Sales,Marketing,West,26041,10015,Bank Transfer,TXN100563,-16026
2021-02-03,IT,Salaries,Central,121407,90082,Bank Transfer,TXN100564,-31325
2021-04-05,Sales,Salaries,West,102262,61901,UPI,TXN100565,-40361
2021-06-03,Finance,Salaries,South,20267,139102,Bank Transfer,TXN100566,118835
2021-09-07,Sales,Marketing,West,87395,145673,Bank Transfer,TXN100567,58278
2022-11-05,HR,Utilities,East,100170,163461,Card,TXN100568,63291
2022-03-14,IT,Travel,East,118454,126307,Cash,TXN100569,7853
2021-04-28,IT,Infrastructure,North,116680,94985,Cash,TXN100570,-21695
2023-02-10,Marketing,Utilities,West,29003,25231,UPI,TXN100571,-3772
2021-09-25,Operations,Salaries,West,40169,57943,Card,TXN100572,17774
2023-12-14,Finance,Training,South,57271,163348,Card,TXN100573,106077
2021-08-24,IT,Marketing,North,26961,123196,Card,TXN100574,96235
2022-01-24,HR,Marketing,North,72676,129767,Card,TXN100575,57091
2023-09-17,Sales,Infrastructure,West,51030,102952,Bank Transfer,TXN100576,51922
2023-02-02,IT,Training,Central,76091,22294,UPI,TXN100577,-53797
2022-02-05,HR,Travel,West,52178,70996,UPI,TXN100578,18818
2022-09-16,Sales,Utilities,West,13640,130463,Bank Transfer,TXN100579,116823
2023-02-06,Operations,Training,West,138291,148276,UPI,TXN100580,9985
2023-07-08,IT,Utilities,East,77448,109374,Card,TXN100581,31926
2023-05-03,IT,Utilities,North,94650,90994,Bank Transfer,TXN100582,-3656
2022-08-01,HR,Travel,East,33922,161424,Bank Transfer,TXN100583,127502
2021-03-16,Marketing,Travel,Central,123746,123156,Cash,TXN100584,-590
2022-03-11,Finance,Travel,South,124954,162685,Bank Transfer,TXN100585,37731
2021-04-13,Operations,Infrastructure,Central,99248,162776,Cash,TXN100586,63528
2023-02-03,Finance,Marketing,North,137589,90655,Bank Transfer,TXN100587,-46934
2023-01-08,IT,Salaries,South,24837,16133,UPI,TXN100588,-8704
2023-03-17,Finance,Travel,Central,54653,89573,Cash,TXN100589,34920
2021-04-08,Sales,Marketing,North,45569,51816,Cash,TXN100590,6247
2023-03-09,Operations,Travel,Central,58787,28861,Cash,TXN100591,-29926
2023-05-09,Finance,Salaries,South,61186,155551,Cash,TXN100592,94365
2022-03-11,Sales,Training,South,121837,82639,Card,TXN100593,-39198
2022-03-23,HR,Travel,Central,25297,168530,Bank Transfer,TXN100594,143233
2021-09-06,Finance,Marketing,East,66605,85034,Card,TXN100595,18429
2021-06-15,Operations,Infrastructure,Central,92904,159892,UPI,TXN100596,66988
2023-09-11,Sales,Training,Central,96019,162471,Bank Transfer,TXN100597,66452
2023-10-17,Finance,Training,Central,16463,162830,Card,TXN100598,146367
2022-06-26,HR,Training,East,125763,127743,Bank Transfer,TXN100599,1980
2023-01-29,Finance,Salaries,West,92943,15658,Card,TXN100600,-77285
2021-03-22,Sales,Marketing,South,56221,137622,UPI,TXN100601,81401
2021-05-13,Finance,Utilities,North,128585,88801,Card,TXN100602,-39784
2023-03-08,Operations,Utilities,South,121370,159137,UPI,TXN100603,37767
2023-06-19,IT,Utilities,South,116775,55467,Cash,TXN100604,-61308
2021-05-18,Sales,Infrastructure,West,35759,106041,Card,TXN100605,70282
2021-07-03,Sales,Travel,South,97000,150483,Cash,TXN100606,53483
2023-02-24,Sales,Travel,South,70943,117109,UPI,TXN100607,46166
2023-09-11,Sales,Travel,East,95862,154234,Cash,TXN100608,58372
2021-03-10,Finance,Infrastructure,East,120475,161582,Card,TXN100609,41107
2022-06-30,Operations,Utilities,East,86069,65848,Bank Transfer,TXN100610,-20221
2021-02-22,HR,Training,East,138979,79664,Card,TXN100611,-59315
2021-07-24,Operations,Travel,East,116446,34841,Cash,TXN100612,-81605
2021-05-06,Sales,Training,North,47711,46746,Cash,TXN100613,-965
2021-02-12,Marketing,Training,West,92688,93980,Card,TXN100614,1292
2021-04-21,Finance,Infrastructure,Central,40772,27180,Card,TXN100615,-13592
2023-01-31,Marketing,Infrastructure,East,37307,13444,Card,TXN100616,-23863
2023-04-28,Finance,Marketing,West,146238,111235,Card,TXN100617,-35003
2021-04-05,Sales,Travel,Central,133890,77344,UPI,TXN100618,-56546
2023-06-19,Finance,Utilities,South,17589,82216,Bank Transfer,TXN100619,64627
2021-12-26,Sales,Salaries,South,141536,54487,Cash,TXN100620,-87049
2023-06-19,Operations,Infrastructure,West,12600,162399,UPI,TXN100621,149799
2021-10-08,IT,Training,North,141988,165906,Card,TXN100622,23918
2022-10-29,Finance,Marketing,North,147198,33826,Card,TXN100623,-113372
2021-04-03,Sales,Salaries,West,148223,79654,UPI,TXN100624,-68569
2022-11-03,Marketing,Infrastructure,North,87196,112017,Card,TXN100625,24821
2021-03-02,Sales,Marketing,North,141137,102072,Cash,TXN100626,-39065
2022-09-26,Marketing,Training,South,101837,22707,Cash,TXN100627,-79130
2023-12-11,Finance,Travel,North,88424,128919,Cash,TXN100628,40495
2023-10-26,HR,Marketing,North,148265,164047,UPI,TXN100629,15782
2022-08-27,Marketing,Infrastructure,West,129259,20596,Card,TXN100630,-108663
